Category,ID,Post_num,Followers,Contents,Tags,Tags_sum,Tags_count,Tags_rate,Likes,Scaled_likes,Contents_len
떡볶이,banb_an94,13.0,0.0,왜 자꾸 뭐가 망가지는겨 ㅋㅋㅋㅋㅋㅋㅋ 장사스타그램  초보장사꾼  짜사장  배달음식  배달전문  테이크아웃  포장  배민  개스타그램  와플  커피  육회비빔밥  떡볶이  심퉁즉석떡볶이  배방맛집  배방배달  아산맛집  교반  교반육회비빔밥  반반커피  북수리커피  홍콩와플  뚱와플  커피맛집,"#장사스타그램, #초보장사꾼, #짜사장, #배달음식, #배달전문, #테이크아웃, #포장, #배민, #개스타그램, #와플, #커피, #육회비빔밥, #떡볶이, #심퉁즉석떡볶이, #배방맛집, #배방배달, #아산맛집, #교반, #교반육회비빔밥, #반반커피, #북수리커피, #홍콩와플, #뚱와플, #커피맛집",24,1,4.17,1,0.0001174536058256,164
떡볶이,banb_an94,13.0,0.0,주방은 출입 불가란다 아가 장사스타그램  초보장사꾼  짜사장  배달음식  배달전문  테이크아웃  포장  배민  개스타그램  와플  커피  육회비빔밥  떡볶이  심퉁즉석떡볶이  배방맛집  배방배달  아산맛집  교반  교반육회비빔밥  반반커피  북수리커피  홍콩와플  뚱와플  커피맛집,"#장사스타그램, #초보장사꾼, #짜사장, #배달음식, #배달전문, #테이크아웃, #포장, #배민, #개스타그램, #와플, #커피, #육회비빔밥, #떡볶이, #심퉁즉석떡볶이, #배방맛집, #배방배달, #아산맛집, #교반, #교반육회비빔밥, #반반커피, #북수리커피, #홍콩와플, #뚱와플, #커피맛집",24,1,4.17,2,0.0002349072116513,157
떡볶이,ulsanhere,239.0,8780.0, 떡볶이가좋다울산 성남동에 위치한 추억의 즉석떡볶이   시계탑 사거리로 새롭게 가게 이전했대   이제 더 넓고 쾌적한 공간에서 즉석떡볶이를 맛보자     가게만 바꼈을뿐 맛은 그대로      즉석떡볶이 땡긴다면 당장 친구태그     떡볶이가좋다 울산 중구 중앙시장길 2 7 1층 10 00 20 30  주차불가 영상제공  7r__rin  dog_jmt     떡볶이  즉석떡볶이  떡볶이맛집  울산떡볶이  울산떡볶이맛집  울산떡볶이집  울산분식  울산맛집  울산맛집추천  울산맛집탐방  성남동맛집  삼산맛집  달동맛집  공업탑맛집  울산데이트  울산데이트장소  울산가볼만한곳  울산밥집  울산핫플  울산핫플레이스  울산여행  먹팔  먹팔해요  먹스타,"#떡볶이가좋다울산, #떡볶이, #즉석떡볶이, #떡볶이맛집, #울산떡볶이, #울산떡볶이맛집, #울산떡볶이집, #울산분식, #울산맛집, #울산맛집추천, #울산맛집탐방, #성남동맛집, #삼산맛집, #달동맛집, #공업탑맛집, #울산데이트, #울산데이트장소, #울산가볼만한곳, #울산밥집, #울산핫플, #울산핫플레이스, #울산여행, #먹팔, #먹팔해요, #먹스타",25,4,16.0,161,0.0189100305379375,363
떡볶이,haetbit_chan,22.0,45.0,햇빛찬 떡볶이소스 로제떡볶이    소스이거 기가 막히는 맛입니다   사먹으면 너무 비싸지만 직접 요리해 먹으면 맛있고 저렴하고 요리를 못해도 맛있는 떡볶이를 요리해 먹을 수 있다 간단하고 간편해야 한다  햇빛찬  떡볶이  떡볶이분말소스  로제  로제떡볶이  매운떡볶이  짜장떡볶이  분식  간편요리 고춧가루,"#햇빛찬, #떡볶이, #떡볶이분말소스, #로제, #로제떡볶이, #매운떡볶이, #짜장떡볶이, #분식, #간편요리, #고춧가루",10,3,30.0,5,0.0005872680291284,171
떡볶이,nutri_stagram_,49.0,10.0, 무사배식  단체급식 구내식당 중식 주간메뉴 기록스타그램 일상 영양사그램 분식데이 순대 김밥 떡볶이 우동국 일품,"#무사배식??, #단체급식, #구내식당, #중식, #주간메뉴, #기록스타그램, #일상, #영양사그램, #분식데이, #순대, #김밥, #떡볶이, #우동국, #일품",14,4,28.57,5,0.0005872680291284,62
떡볶이,nutri_stagram_,49.0,10.0, 무사배식  단체급식 구내식당 중식 주간메뉴 기록스타그램 일상 영양사그램 함박스테이크 뚝배기 떡볶이 피클 양식  식판 ,"#무사배식??, #단체급식, #구내식당, #중식, #주간메뉴, #기록스타그램, #일상, #영양사그램, #함박스테이크, #뚝배기, #떡볶이, #피클, #양식, #식판",14,2,14.29,5,0.0005872680291284,66
떡볶이,vo_______ovv,202.0,241.0, 금강산식당 신부동 천안 떡볶이맛집 점심 맛집 데이트 떡볶이 깍두기볶음밥 맛스타그램 운동후꿀맛 살찌우자 불금 화이팅 맞팔 좋아요 좋아요테러,"#금강산식당, #신부동, #천안, #떡볶이맛집, #점심, #맛집, #데이트, #떡볶이, #깍두기볶음밥, #맛스타그램, #운동후꿀맛, #살찌우자, #불금, #화이팅, #맞팔, #좋아요, #좋아요테러",17,7,41.18,22,0.0025839793281653,77
떡볶이,sosh_2323,364.0,1639.0, 점심은 떡볶이 ??매워도 잘먹는 떡볶이 킬러들 떡볶이 떡볶이는사랑입니다 오늘두시중학교배정발표 제발 ,"#떡볶이, #떡볶이는사랑입니다, #오늘두시중학교배정발표, #제발??",4,1,25.0,22,0.0025839793281653,56
떡볶이,yeon_a0227,11.0,30.0,어제 저녁 밥 한국  천년다방  떡볶이,"#한국, #천년다방, #떡볶이",3,1,33.33,5,0.0005872680291284,21
떡볶이,dynamic_kei,3099.0,3052.0, 떡볶이 근 반년만에 해먹는거 같다 그래 이맛이지 이것 또한 한국인의 소울 푸드라면그렇다 말할 수 있는 빼먹으면 섭한 음식 本日のランチ韓?料理 トッポギこれもまた?呼くのソウルフ?ド 約半年ぶりに作ってみたなあ さ おあがりよ   SINCE 2017 TABELOG MAFIA  koreanfood  韓?料理  トッポギ  食べログマフィア  lunch  맛스타그램  먹스타그램  jmt  선팔하면맞팔  韓?好きな人と?がりたい  cooking  요리스타그램  맛점  떡볶이  ttokbokki  좋아요  선팔  맞팔  먹팔  いいね  일상스타그램  foodie  ランチ  料理好きな人と?がりたい  korean  韓?  일상  일상스타그램  friday  불금,"#koreanfood, #韓?料理, #トッポギ, #食べログマフィア, #lunch, #맛스타그램, #먹스타그램, #jmt, #선팔하면맞팔, #韓?好きな人と?がりたい, #cooking, #요리스타그램, #맛점, #떡볶이, #ttokbokki, #좋아요, #선팔, #맞팔, #먹팔, #いいね, #일상스타그램, #foodie, #ランチ, #料理好きな人と?がりたい, #korean, #韓?, #일상, #일상스타그램, #friday, #불금",30,8,26.67,52,0.0061075875029363,360
떡볶이,muk_yamyamii,473.0,9247.0, 협찬주말 점심은 간단하게 먹으려고 거의 냉털하는 것 같아요  D근데 마땅히 먹을 게 없으면   너무 힘빠지더라구요ㅠㅠ냉동실에 쟁여놓고 언제나 꺼내먹을 수 있는 쉐프스토리 의 메뉴들을 소개해드리려고 합니다  D 말랑 로제 떡볶이 250g 3 900원한 팩이 엄청 크진 않은데 굉장히 다양한재료들로 구성되어 있더라구요밀떡  분모자  베이컨  소시지에 특제 로제소스까지 소스는 생각보다 진한 맛이었어요 우유베이스에 살짝 매콤한 맛이 도는  느낌이었습니다ㅎㅎ  바질페스토파스타 225g 3 500원저는 완전 바질순이라서 너  무 기대했는데역시나   너무 맛있더라구요  바질 특유의 향이 가득했고 그라나파다노 치즈를 사용해서 고소한 맛까지조합이 굉장히 좋았어요   밀키트  유니짜장 볶음짬뽕 유니짜장은 일단 소스에 오징어  자숙새우  양파  양배추에 갈은 고기까지 다양한 재료들이 섞여있어서씹는 맛이 너무 좋더라구요  아이들이랑 먹기 좋은 맛이었어요 볶음짬뽕은 칼칼 한 매운맛이 넘 좋았는데불향도 나고 향파  파프리카  죽순  피망 같은 재료들이 들어있어서진짜 밖에서 사먹는 기분이 물씬 나더라구요  둘 다 면이 너무 쫄깃해서 먹는 내내 맛있게 먹었던 것 같아요ㅎㅎ음식이 전반적으로 다 맛있어서다른 메뉴들도 더 주문해서 먹어보고 싶더라구용     패밀리팩으로 떡볶이랑 짜장짬뽕  치즈볼까지세트 구성도 있어서 손님초대하거나 할 때 넘 유용할 것 같아요  집들이음식  파티음식  아이간식  아이들간식  어린이간식  떡볶이  파스타  짜장  짬뽕  밀키트  밀키트추천  밀키트맛집,"#협찬주말, #쉐프스토리, #집들이음식, #파티음식, #아이간식, #아이들간식, #어린이간식, #떡볶이, #파스타, #짜장, #짬뽕, #밀키트, #밀키트추천, #밀키트맛집",14,1,7.14,69,0.0081042988019732,765
떡볶이,here_s_875,237.0,366.0,2023년 첫인사가 너무 늦었죠  o     o      이래저래 일이 많아 피드 올릴 정신이 없었어요  2022년 한해동안 찾아주신 많은 분들 정말 감사합니다    2023년도에도 잘 부탁드려요             ?    ³ 오늘도 배민 열어두었습니다       ,,0,0,0.0,21,0.0024665257223396,150
떡볶이,ggoniiiiii,65.0,843.0,빠빠빨간맛  전날 저녁에 이어 어제 점심도 아쥬 매운맛 라볶이로 먹었어요  원래 완죠니 밀떡파인데 밀떡이 조금밖에 안남아서 조랭이떡도 섞었어요   근데 또 맛있더라고요      대파는 마지막에 송송 넣으니까 먹을때 식감이 좋았어요  깻잎짱아찌는 반찬으로 잘 안꺼내먹게되서 안에 밥 쏙 넣고 마요네즈 올려줬더니 짠맛 고소함    맛있더라구요  이틀 연속 매운 음식 먹었더니 자주 화장실행  오늘 점심은 속 좀 달래려 스프 만들어먹었네여 ㅎㅎㅎ 비도 오고 날씨가 꾸릿꾸릿한데 그래도 금요일이니 모두 화이팅하세여?? 엘푸_갓생살기  엘푸_갓생밥상  갓생밥상  갓생밥상이벤트,"#엘푸_갓생살기, #엘푸_갓생밥상, #갓생밥상, #갓생밥상이벤트",4,0,0.0,71,0.0083392060136246,317
떡볶이,minsmomm,213.0,143.0, 밤 비가 주적주적 홍합스튜 떡볶이 가마치가리니까 마흔셋 안같네    만구 내생각 ㅎㅎㅎㅎㅎ,"#밤, #비가, #주적주적, #홍합스튜, #떡볶이, #가마치가리니까",6,1,16.67,9,0.0010570824524312,51
떡볶이,ssohyu_nii,221.0,594.0, 사진 오류로 재업 이번 크리스마스 시즌에 뭐 했는지 기록12월23일 금 들뜬 마음으로 한 시간 일찍 퇴근 1차 서면 라무진 2차 전포 호맥 3차 백월하크리스마스 당일 출근이라 살짝 우울했는데 미리 야무지게 달림세 군데 다 너모 맛있고   양고기 중독은 언제 끝나려나12월24일 토 엄마랑 쇼핑하고 에스테틱샵 따라갔다가 서면 샤브테이 냠냠 날이 날이니 만큼 대기 했지만 그래서 크리스마스 기분은 좀 나던   12월25일 일 크리스마스에 N 근무일 거 진작 알고 혼자 기분이라도 느끼려고 두볼에 미리 예약해둔 크리스마스리스샐러드 픽업해서 출근사진 찍고 23 000짜리 혼자 순삭12월26일 월 케익 대신 일부러 샐러드 먹은건데 아침에 퇴근하고 집 오자마자 열받는 일 생겨서 동생이 먹다 남은 케익 퍼묵하고 급 술약속까지 잡고 자다가 나감1차 초량 한량천하 2차 아지모리 3차 개금 대박포차  4차 모름 한량천하 인생 계란말이고 아지모리 크림치즈바게트는 흡사 전남친토스트어쩌다 개금으로 넘어가게 됐고 4차쯤 되니 어디간지도 모르겠음ㅋㅋㅋ무슨 맥주집이었던거 같고 사진은 없지만 기어코 난 치즈스틱을 추가했쥐  예상치도 못하게 고삐풀린 생활이 길어짐 1223  서면  서면맛집  서면술집  라무진  양고기  전포  전포맛집  전포술집  호맥  호떡  떡볶이  파인애플슬러쉬  백월하  투움바순새당  그릭요거트홍시 약과아이스크림  1224  쇼핑  샤브테이  샤브샤브 1225  샐러드  크리스마스리스  두볼  1226  투썸케이크  초량술집  개금술집  정신차리자,"#1223, #서면, #서면맛집, #서면술집, #라무진, #양고기, #전포, #전포맛집, #전포술집, #호맥, #호떡, #떡볶이, #파인애플슬러쉬, #백월하, #투움바순새당, #그릭요거트홍시, #약과아이스크림, #1224, #쇼핑, #샤브테이, #샤브샤브, #1225, #샐러드, #크리스마스리스, #두볼, #1226, #투썸케이크, #초량술집, #개금술집, #정신차리자",30,1,3.33,20,0.0023490721165139,759
떡볶이,ddaenggine_food,119.0,435.0,감칠맛 쩌는 떡볶이 귀한후기 감사해요   Repost  foodkerbell  ddaenggine_food  이벤트당첨 이집 떡볶이 진 짜 잘해요   말그대로 땡기네 떡볶이 맞네용쫄깃한밀떡  고급 부산어묵이 들어있고 매콤 달달한 누구나 좋아할 맛이에요    저는 계란도 삶고 튀김도 사와서 같이 먹었어요떡볶이 튀김은 환상의 조합 감칠맛이 장난아니여서 손이 계속가네영 조리 방법도 진짜 쉬워용 냄비에 물넣고 끓인다음 재료투하해서 보글보글 끓기만 하면 끝    세상 간편하고 맛있는 떡볶이다들 드셔보세요    땡기네떡볶이  떡볶이  떡볶이밀키트  밀떡볶이  밀떡  밀떡볶이맛집  떡볶이맛집  떡순이  떡볶이레시피  떡볶이그램  먹스타,"#Repost, #이벤트당첨, #땡기네떡볶이, #떡볶이, #떡볶이밀키트, #밀떡볶이, #밀떡, #밀떡볶이맛집, #떡볶이맛집, #떡순이, #떡볶이레시피, #떡볶이그램, #먹스타",13,4,30.77,22,0.0025839793281653,352
떡볶이,jei.eseichi,158.0,144.0, 협찬  미치고떡볶이  어린이간식  떡볶이추천  떡볶이밀키트  즉석떡볶이  쌀떡볶이  안전한먹거리  아이들간식  떡볶이맛집  떡볶이대기업 떡볶이 밀키트를 종류별로 다 먹어봤는데 뭔가 맛이 아쉽더라구요  가게에서 파는 떡볶이와 맛이 비슷한 떡볶이 밀키트를 찾아 헤매이던 중 드디어 찾아낸  미치고 떡볶이 밀키트 제가 자주 시켜 먹는 할 떡볶이랑 맛이 비슷하더라구요  일단 떡이 정말 마음에 들어요  쌀떡파이신 분들 무조건 미치고입니다    미치고 떡볶이 팩을 뜯어보니 떡이랑 어묵  소스가 들어있네요  떡은 길쭉하게 6개 들어있고 어묵은 얇은 어묵 2장이 들어있어요  물 350   400ml에 해동된 떡과 어묵을 넣고 소스를 넣고 센 불로 8   10분간 끓이면 끝  완전 간단하죠   주의해야할 점은 끓이는 동안 떡이 냄비에 달라붙지 않게 잘 저어줘야한다는거예요 미치고 떡볶이 밀키트는 재료를 한 번에 다 넣고 10분만 끓이기만 하면되니 조리법이 숴워서 참 좋아요  맛은 어릴 때 학교 앞에서 사 먹던 추억의 떡볶이 맛이예요  맵지도 않고 너무 달지도 않은 추억의 맛있는 떡볶이 맛  무엇보다 가장 마음에 드는 점은 쌀 100 의 떡이예요 떡 쫄깃 무엇  쌀떡볶이파들은 무조건 맛보셔야합니다   https   smartstore naver com oreumfood_22,"#협찬, #미치고떡볶이, #어린이간식, #떡볶이추천, #떡볶이밀키트, #즉석떡볶이, #쌀떡볶이, #안전한먹거리, #아이들간식, #떡볶이맛집, #떡볶이대기업",11,1,9.09,3,0.000352360817477,655
떡볶이,xoxoday._,419.0,1787.0,아주    먹구 또 먹구   먹구    이삭토스트 없어서 재료 샀는데1년만에 갑자기 열으셨다면서요 장난하시나여   ㅋㅋ여튼 산천어축제 갔다가오랫만에 토스트 너무 먹었는데ㅋㅋ진짜 토스트맛집 이였음   산천어축제 가시면 토스트 좀 드세요 어슬렁 거리면서 뭐 넣다 계속 쳐다봄ㅋㅋ여러분   양배추 몸에 좋은거 아시져 다아니까 말 안할께요ㅋ밤 11시에 신랑이 해 준  아침햇살떡볶이 ㅋ요즘 우리 부부 최애드라마  카지노 보면서 ㅋ오랫만에 사이좋아서 1kg 찜ㅋ 토스트 길거리토스트 집밥 신혼밥상 브런치 음식사진 푸드스타일리스트 떡볶이 아아 아침식사 주말아침밥,"#이삭토스트, #아침햇살떡볶이, #카지노, #토스트, #길거리토스트, #집밥, #신혼밥상, #브런치, #음식사진, #푸드스타일리스트, #떡볶이, #아아, #아침식사, #주말아침밥",14,2,14.29,48,0.0056377730796335,308
떡볶이,okhopark,365.0,81.0, 울산동구밥집 충북식당 두루치기 김치찌개 공주분식 떡볶이,"#울산동구밥집, #충북식당, #두루치기, #김치찌개, #공주분식, #떡볶이",6,1,16.67,12,0.0014094432699083,31
떡볶이,mybokit_list,182.0,1029.0,   청년다방  3년만에 청년다방  차돌떡볶이   오랜만에 먹는데 가게에 사람 엄청 많았음 ㄷㄷ    떡볶이  국물떡볶이  청년다방  청년다방떡볶이 즉석떡볶이  떡볶이맛집  동성로  대구떡볶이 버터갈릭감자튀김  버갈튀  감자튀김  차돌 맞팔  먹팔해요  선팔하면맞팔  누들떡 떡볶이스타그램  먹스타맞팔  밀떡  맛스타그램,"#청년다방??, #차돌떡볶이, #떡볶이, #국물떡볶이, #청년다방, #청년다방떡볶이, #즉석떡볶이, #떡볶이맛집, #동성로, #대구떡볶이, #버터갈릭감자튀김, #버갈튀, #감자튀김, #차돌, #맞팔, #먹팔해요, #선팔하면맞팔, #누들떡, #떡볶이스타그램, #먹스타맞팔, #밀떡, #맛스타그램",22,5,22.73,22,0.0025839793281653,179
떡볶이,yumyum_kimbap,12.0,53.0, 맛있게두얌얌  햄치즈에그샌드위치 소스부터 에그샐러드도 직접해서맛있는 샌드위치 준비완료    토지금고시장안에있어요  10종류 꼬마김밥과옛날 학교앞에서 팔던 떡볶이맛그대로인 떡볶이도 준비되어있구여햄치즈에그샌드위치와왕소세지가들어간 뉴욕핫도그 직접튀겨 더더더 맛있는 어포튀김이있어용 문의환영  010 9297 3019단체도 환영  김밥맛집  꼬마김밥맛집  시장김밥  꼬마김밥  시장꼬마김밥  용현5동  용현5동맛집  토지금고시장  토지금고시장맛집  시장맛집  떡볶이  옛날떡볶이  샌드위치  햄치즈에그샌드위치  뉴욕핫도그  왕소세지  왕소세지핫도그  어포튀김  우무비빔  인천김밥맛집  맛있게두얌얌,"#맛있게두얌얌, #햄치즈에그샌드위치, #김밥맛집, #꼬마김밥맛집, #시장김밥, #꼬마김밥, #시장꼬마김밥, #용현5동, #용현5동맛집, #토지금고시장, #토지금고시장맛집, #시장맛집, #떡볶이, #옛날떡볶이, #샌드위치, #햄치즈에그샌드위치, #뉴욕핫도그, #왕소세지, #왕소세지핫도그, #어포튀김, #우무비빔, #인천김밥맛집, #맛있게두얌얌",23,1,4.35,11,0.0012919896640826,331
떡볶이,lee_lee_mj,1609.0,734.0,  긴글주의 애를 낳으니 애피소드가 넘친다 성격도 급하고 예민하고 까다로운 내가나와 완전 반대의 기질인 아이를 기르니오늘 아침 등원은 정말 지옥열차 탄 느낌 그럼에도 불구하고 인내심을 발휘하여화한번 안낸대신 1시간 지각을 선택했다 바로 스트레스 풀러 단골 카페로 향했고 가장 달다는 쿠키하나와 우리딸 좋아하는휘낭시에를 결제하려고 하는데      갑자기 대신 결제해주겠다며 다가오는 아기엄마너무 피곤해 보이는 얼굴에 잠시 못알아 봤지만같은 라인에 사는 같은 어린이집 엄마였다  실은 우리딸이랑 동갑인 그집 아기가혼자서 엘베를 타고 닫힘 버튼을 눌러서갇힌채로 내가 사는 층까지 올라와서일단 진정시키고 엄마를 찾아줬었는데그때 고맙다는 말도 제대로 못했다면서감사하다고 대신 사주겠다며 했던것    난 그때 왜 애기가 혼자 엘베를 탔지 했었는데현관 자동호출로 엘베가 자동으로 열려버리고그와중에 둘째 유모차 끌고가니 애를 놓친 별일 아니라 난 잊고 있었는데 저렇게 말해주니순간 우리딸로 상상하게 되면서 아  하는 생각에다음에 커피나 한잔 사달라며 카페를 나왔다 여담이지만 애기 엄마가 딸에게 앞으로그러면 안된다고 당부하니 괜찮다며친구엄마가 데려다준다고 했다며 ㅎㅎㅎ우리딸 다른반으로 이탈해서 맨날 논다던데혹시 둘이 잘 아는 사이인가 하는 생각을 ㅋ무튼 뭔가 아침에 너무 힘들고 울고 싶었는데이런 애피소드가 생기니 하루가 잼있네 ㅎㅎ이제 혼자서 만찬을 즐겨보실까나 ㅎ 육아일기  애피소드  오늘 나  칭찬해  인내심  대박 착한일 했었구나ㅋ  굿  떡볶이  먹어야지,"#긴글주의, #육아일기, #애피소드, #오늘, #나, #칭찬해, #인내심, #대박, #착한일, #굿, #떡볶이, #먹어야지",12,1,8.33,9,0.0010570824524312,757
떡볶이,bab._.317,57.0,142.0,    쿠폰있어서 시켜봤는데  나능 굽네랑 안맞는걸로 가뜩이나 순살파인데 발라먹는데 먹을게 읍어 그래서 오빠가 다먹음ㅋㅋ    굽네치킨  굽네오리지널  떡볶이  꿀꿀스타그램  먹는거기록  집밥스타그램  꾸밈없는  현실밥상  소소한밥상  냠냠쩝쩝  손큰  집밥윤주부,"#굽네치킨, #굽네오리지널, #떡볶이, #꿀꿀스타그램, #먹는거기록, #집밥스타그램, #꾸밈없는, #현실밥상, #소소한밥상, #냠냠쩝쩝, #손큰, #집밥윤주부",12,1,8.33,6,0.0007047216349541,147
떡볶이,rosecucina,359.0,62.0,1 13 점심과식데이  분식은 참을 수 없다   김밥볶음밥  떡볶이  군만두  어묵탕  오뎅탕  분식  과식  직장인스타그램  구내식당  회사식당  점심메뉴  daily  다이어트  다이어트식단  한식  점심,"#김밥볶음밥, #떡볶이, #군만두, #어묵탕, #오뎅탕, #분식, #과식, #직장인스타그램, #구내식당, #회사식당, #점심메뉴, #daily, #다이어트, #다이어트식단, #한식, #점심",16,3,18.75,13,0.001526896875734,116
떡볶이,im__gogo,790.0,4003.0, 성남  떡볶이닷컴 줄여서  떡닷희한하게 가려던 곳마다 휴무라고  덕분에 맛있는  즉떡 먹었  매운맛으로  야끼만두  김말이  쫄면사리  라면사리  계란  어묵사리 추가했   밀떡을 오랜만에 먹어서 그릉가 더 맛있네먹을 수록 떡 갯수가 점점 줄어드니 아쉬워지는 기분 알아 매운맛으로 선택하기 정말 잘 했고여  먹는 내내 쓰읍쓰읍 콧물 주르륵   반찬   으로 무절임이 나오는데 냉면 고명으로 올라가는 그 맛새콤달달하니 매운 맛을 중화시켜주니 을매나 고맙게요내 맘속 즉떡 순위가 움직였다   1 5등이야 0 5등은 주류가 없어서   쵸큼 아쉽다만 학교앞이니깐 마지막  볶음밥 까지 야무지게 먹어줬고여조금 많이 매우니 다음날 화장실 갈때 마음 단단히 먹는거 잊지말기 고고_성남  성남맛집  성남노포  즉석떡볶이  즉떡  떡볶이맛집  노포투어  간판맛집  떡볶이  떡볶이레시피  떡볶이덕후  추억맛집  점심메뉴  국물떡볶이  먹팔해요  소통환영  선팔하면맞팔가요,"#성남, #떡볶이닷컴, #떡닷희한하게, #즉떡, #야끼만두, #김말이, #쫄면사리, #라면사리, #계란, #어묵사리, #볶음밥, #고고_성남, #성남맛집, #성남노포, #즉석떡볶이, #즉떡, #떡볶이맛집, #노포투어, #간판맛집, #떡볶이, #떡볶이레시피, #떡볶이덕후, #추억맛집, #점심메뉴, #국물떡볶이, #먹팔해요, #소통환영, #선팔하면맞팔가요",28,2,7.14,114,0.0133897110641296,479
떡볶이,jiiiii_na,2237.0,1306.0,24시간만에 먹은 점심 원래는 울아들이랑 같이 끓여 먹으려고 했는데ㅠㅠ 자고 있을때 후다닥   먹어야 간호하니까 엄마가 열심히 먹어봤어  ,,0,0,0.0,44,0.0051679586563307,77
떡볶이,hanseunggoo,7271.0,20000.0,전국 4대 떡볶이 중 하나인  명지대 고릴라 떡볶이     비도오고 참 좋네요 우케케케케  ,,0,0,0.0,22,0.0025839793281653,51
떡볶이,j.u_starrr,690.0,867.0,떡볶이는 오뎅이지 ㆍㆍ 통화내용 떡볶이  365일  전화해서하는소리 배고파 엽떡가자  오뎅파  이거하나는잘맞아서딱이다,"#통화내용, #떡볶이, #365일, #전화해서하는소리, #배고파, #엽떡가자, #오뎅파, #이거하나는잘맞아서딱이다",8,1,12.5,22,0.0025839793281653,65
떡볶이,jeju_aewol_deep_fried,741.0,765.0, 나란히 나란히봄비인듯하지만 봄비를 가장한 겨울비라합니다  응큼한 비  이 비가 그치면 또 다시 추워진다해요 세 밑 한파가 올듯해요 모두 건강조심하셔요 오늘도  애월튀김간 오픈중입니다 추적추적 비오는날 지글지글 튀김드시러 오세요   벌써 이자리에서 10년째  애월튀김간 오픈했어요  떡볶이 드시러오세요  혼밥떡볶이 국물떡볶이 계란말이김밥 수제모듬튀김 한치튀김 흑돼지가라아게 순대튀김 딱새우고로께 애월튀김 애월떡볶이 한담떡볶이 한담수제튀김,"#나란히, #애월튀김간, #벌써, #애월튀김간, #떡볶이, #혼밥떡볶이, #국물떡볶이, #계란말이김밥, #수제모듬튀김, #한치튀김, #흑돼지가라아게, #순대튀김, #딱새우고로께, #애월튀김, #애월떡볶이, #한담떡볶이, #한담수제튀김",17,1,5.88,31,0.0036410617805966,244
떡볶이,jeju_aewol_deep_fried,741.0,765.0, 애월튀김간 봄날씨네요  금방이라도 봄이 올것같습니다 따뜻하게 오픈하고 있어요 오늘도 함께해요   벌써 이자리에서 10년째  애월튀김간 오픈했어요  떡볶이 드시러오세요  혼밥떡볶이 국물떡볶이 계란말이김밥 수제모듬튀김 한치튀김 흑돼지가라아게 순대튀김 딱새우고로께 애월튀김 애월떡볶이 한담떡볶이 한담수제튀김,"#애월튀김간, #벌써, #애월튀김간, #떡볶이, #혼밥떡볶이, #국물떡볶이, #계란말이김밥, #수제모듬튀김, #한치튀김, #흑돼지가라아게, #순대튀김, #딱새우고로께, #애월튀김, #애월떡볶이, #한담떡볶이, #한담수제튀김",16,1,6.25,52,0.0061075875029363,169
떡볶이,achim03,1206.0,9968.0, 제품지원  체험단아이들간식쉽고 간편하게 만드는 떡볶이밀키트미치고떡볶이 입니다쌀떡을 사용하는 미치고떡볶이는 맛있는 황금비율의 소스가 있어서쉽고 간편한 조리가 가능하네요쫄깃한 쌀떡도 좋고얄팍한 어묵도 잘 어울리고  아이들간식으로 베리 굿 입니다 아이들간식 떡볶이 미치고떡볶이 즉석떡볶이 쌀떡볶이 안전한먹거리 떡볶이추천 떡볶이맛집 떡볶이밀키트 국민간식,"#제품지원, #체험단아이들간식쉽고, #아이들간식, #떡볶이, #미치고떡볶이, #즉석떡볶이, #쌀떡볶이, #안전한먹거리, #떡볶이추천, #떡볶이맛집, #떡볶이밀키트, #국민간식",12,2,16.67,3,0.000352360817477,194
떡볶이,bono_0.food,41.0,151.0,떡볶이에 레드와인 존맛탱   떡볶이  튀김  돈가스  치킨  와인  야식  자취  자취요리,"#떡볶이, #튀김, #돈가스, #치킨, #와인, #야식, #자취, #자취요리",8,3,37.5,9,0.0010570824524312,50
떡볶이,lovelove.dookki,51.0,63.0,넉넉하게 담아 끓여나가요  1 24 화  영업합니다    매주 화요일 휴무 월 금 12 00   22 00 주말 공휴일 11 00   22 00마지막 주문 20 30가양로124번길 23 크리스탈빌딩 3층  성산구 대방동 366 1        창원맛집  상남동맛집  대방동맛집  사파동맛집  대방동  떡볶이  두끼  두끼레시피  두끼떡볶이  두끼마라탕  두끼소스  창원두끼  대방동두끼,"#창원맛집, #상남동맛집, #대방동맛집, #사파동맛집, #대방동, #떡볶이, #두끼, #두끼레시피, #두끼떡볶이, #두끼마라탕, #두끼소스, #창원두끼, #대방동두끼",13,1,7.69,7,0.0008221752407798,215
떡볶이,lovelove.dookki,51.0,63.0, 매주 화요일 휴무 월 금 12 00   22 00 주말 공휴일 11 00   22 00마지막 주문 20 30가양로124번길 23 크리스탈빌딩 3층  성산구 대방동 366 1 1 24 화  영업합니다         창원맛집  상남동맛집  대방동맛집  사파동맛집  대방동  떡볶이  두끼  두끼레시피  두끼떡볶이  두끼마라탕  두끼소스  창원두끼  대방동두끼,"#창원맛집, #상남동맛집, #대방동맛집, #사파동맛집, #대방동, #떡볶이, #두끼, #두끼레시피, #두끼떡볶이, #두끼마라탕, #두끼소스, #창원두끼, #대방동두끼",13,1,7.69,6,0.0007047216349541,199
