,0,1,2,3
10,blackbelt73,훈제연어초밥과 로스까스..요즘은 웬만하면 2인분은 그냥 기본이네;;#훈제연어초밥 #스시 #연어초밥 #로스까스 #돈까스 #코바코돈까스 #진접코바코,"['#훈제연어초밥', '#스시', '#연어초밥', '#로스까스', '#돈까스', '#코바코돈까스', '#진접코바코']",0
11,sushiihada,"스시하다 재주문 1등 스페셜 초밥활어3+엔가와1+참치1+연어2초새우1+간장새우1+가리비1(소라)타코와사비1+장어1-----------------------------🤍스시하다🤍🚩경기 성남시 수정구 위례서일로 26 1층 (창곡동,라크리움)☎️031-722-5657Mon-Sat -> 11:00-22:00Sun -> Close🚉남위례역 4번출구 도보 3분🚗상가 지하 주차 최대 3시간30분 주차가능 합니다🙂🙂",[],4
12,j_seolaa,"스시,,🤍....#오마카세 #스시오마카세 #오마카세맛집 #스시 #스시맛집 #일상 #daily #ootd #selfie #selca #서울맛집","['#오마카세', '#스시오마카세', '#오마카세맛집', '#스시', '#스시맛집', '#일상', '#daily', '#ootd', '#selfie', '#selca', '#서울맛집']",88
13,charmer_p,.아.. 나 초밥 먹을수 있구나🤣쌀밥도 못먹는 입덧심할 시기에 초밥 도전했다가 실패해서 충격..이제는 먹을 수 있을거 같아서 한입했더니 맛있!아직 어린이초밥 수준…광어는 도전안해봤지만 광어 지느러미 꼭 먹고 말테야!아는맛 음식 도장깨기😋,[],3
14,g1_sokgi,#오늘의점심 #🍣서초역 사랑의교회 뒷 골목쪽에 위치한 스시한손에 다녀왔어요~ 회전초밥 전문으로 하는 곳인데 런치메뉴도 있어서 다녀와봤습니다. 최근 먹었던 초밥 중에 가장 으뜸이었던 것 같아요! 저희가 먹은 건 런치특선이고 사이드로 샐러드와 우동이 나오는데 (여름엔 소바) 우동도 맛있더라고요 ㅎㅎ 배 든든하게 채웠으니 오후시간도 파이팅넘치게 일해야겠어요!오늘 오후도 다들 파이팅 하세요! 😘,"['#오늘의점심', '#🍣서초역']",7
15,sns.crs.la_puente,Unagi…it’s a state of mind 😋#sushi #lapuente #sushitime #bts #sushidelivery #california #delicious #foodie #foodstagram #sushistagram #japan #japanesefood #party #food #discount #togo #socalfoodie #needmore #pickup #lunch #dinner #yummy #special #sashimi #unagi #스시 #sushiroll #seeyousoon #foodies,"['#sushi', '#lapuente', '#sushitime', '#bts', '#sushidelivery', '#california', '#delicious', '#foodie', '#foodstagram', '#sushistagram', '#japan', '#japanesefood', '#party', '#food', '#discount', '#togo', '#socalfoodie', '#needmore', '#pickup', '#lunch', '#dinner', '#yummy', '#special', '#sashimi', '#unagi', '#스시', '#sushiroll', '#seeyousoon', '#foodies']",8
16,yummy_om_yum,"집 주변에서 자주 배달시켜먹는 집입니다. 오랜만에 홀에 가서 먹었는데 늘 사장님한테 혼남 당하고 오는 곳입니다. 쩝쩝박사로 일하면서 후토마끼 잘하는 집 찾기가 좀 힘들거든요? 생각보다 별로인 곳이 많은데 여긴 진짜 참치연어 들어가는 양이 미쳤습니다. 그래서그런지 제가 일주일에 한번씩 꼭 시켜먹는 것 같습니다. 사장님 돈쭐내주다가 제 통장잔고 털려서...요새 또 학원 덕분에 못가는데 매번 생각나는 곳이랍니다~ 초밥도 네타가 정말 좋아서 만족스러워요. 동네에 이런 곳이 있어서 행복합니다🤗🏷 특모듬초밥 19,000원🏷 후토마끼 17,000원🏷 전농초밥: 서울시 동대문구 사가정로122 하우스토리 108호🏷 영업시간: 11:30 ~ 20:30 breaktime 14:30 ~ 17:00#맛집투어 #먹부림 #맛집탐방 #먹스타그램 #맛스타그램 #서울맛집 #시립대맛집 #전농동맛집 #일식맛집 #전농초밥 #후토마끼맛집 #후토마끼 #초밥 #스시 #미미 #선팔맞팔 #소통 #먹팔환영 #맞팔 #맞팔환영","['#맛집투어', '#먹부림', '#맛집탐방', '#먹스타그램', '#맛스타그램', '#서울맛집', '#시립대맛집', '#전농동맛집', '#일식맛집', '#전농초밥', '#후토마끼맛집', '#후토마끼', '#초밥', '#스시', '#미미', '#선팔맞팔', '#소통', '#먹팔환영', '#맞팔', '#맞팔환영']",130
17,menu_nyc,Yanagi SushiSushi @ Honolulu🍣🍹,[],11
18,1192023emt,카페가 빠질 수 없찌 💙,[],0
19,byun_jong_seok,"#부부 #점심데이트 #스시히어로.원래는 아내가 장모님과 함께 점심 먹는다고 했는데,나도 시간되면 같이 가자고해서 그러기로 했는데,장모님께서 갑자기 일이 생겨서 취소하려고 했는데,내가 초밥 기대하고 있었다고 해서 둘이서 옴 ㅋㅋ.지난 번 경험을 바탕으로 이번에는 철저한 계획 아래완벽하게 스시 히어로를 즐기기 위해 준비를 함~~일단 과하지 않게 딱 10접시만 먹기로 마음 먹었고,다른 곳에서는 맛볼 수 없는 이 집만의 특별한 메뉴로골라서 먹기로 함,, 그래서 대연어 뱃살을 빼놓고는모두 조리가 되고 토핑이 다소 과한 것들로 먹어줌!!.사실 이 집을 다시 오고 싶었던 가장 큰 이유는 바로도미뱃살조림 초밥을 먹기 위해서,, 진짜 입에 넣으면기름기를 잔뜩 머금고 있는 도밋살이 폭발해버림!!연어구이 초밥 역시 최고, 새우 시리즈도 대만족,물론 광어지느러미, 생새우, 참치 등도 맛있었겠지만다른 곳에서도 먹을 수 있는 거라서 여기서는 패쓰,,초밥 사진이 8장 뿐인 이유는 최애인 도미뱃살과연어구이를 한접시씩 더 먹었기때문~ 진짜 최최고♡.#럽스타그램 #부부스타그램 #먹스타그램#맛스타그램 #청주맛집 #흥덕구맛집 #복대동맛집#지웰시티맛집 #스시 #초밥 #도미 #연어 #새우#열접시클리어 #대만족 #웨이팅기본 #70분대기#테이블링 #어플덕에바로입장 #10년차부부#사이좋게 #안싸우고 #잘지내는중 #청주 #일상","['#부부', '#점심데이트', '#스시히어로.원래는', '#럽스타그램', '#부부스타그램', '#먹스타그램', '#맛스타그램', '#청주맛집', '#흥덕구맛집', '#복대동맛집', '#지웰시티맛집', '#스시', '#초밥', '#도미', '#연어', '#새우', '#열접시클리어', '#대만족', '#웨이팅기본', '#70분대기', '#테이블링', '#어플덕에바로입장', '#10년차부부', '#사이좋게', '#안싸우고', '#잘지내는중', '#청주', '#일상']",22
20,jjyu_yaa,"23.01.03 스시리큐 재방문 .. (2) ❤️ 쥐치&간, 담백하게 시작하는 것도 좋다 고소한 풍미의 쥐치간이 쥐치 풍미가 약한 살과 잘 어우려져서 좋은 퍼포먼스를 낸듯하다 ❤️남발게, 남이 발라준 게.. 늘 맛있는 녀석시라꼬, 두둑한게 복어녀석.. 생전에 정력왕이었나 크기가 엄청나다 😋 담백하고 크리미한 맛 😍아카미쯔케&마, 생각보다 신선한 식감에 조화가 좋았는데, 생각보다 산미는 못 느낀 것 같다 ☺️호타테튀김, 바삭하고 촉촉한데 담백하다!? 튀김도 맛집인 것 🥺 소금이랑 먹으면 술이 벌컥벌컥 🍶문어는 적당한 식감과 온도로 맛있게 먹었다 😋대망의 카스고 ❤️ 이거 아주 요물이다 시메를 기가막히게 하셨는데, 이 큰 걸 두덩이나 주셨던 행운의 디너였다 🙇‍♂️ 다음엔 미리 말씀드릴까.. 😋#스시리큐 #류지상셰프님 #디너 #강남구 #압구정로데오역 #압구정맛집 #맛집 #스시 #스시오마카세 #오마카세 #맛스타그램 #사케 #寿司 #お寿司 #鮨 #グルメ #🍣 #sushi🍣 #foodphotography #gourmet #instafood #yummy #sushi #omakase #food #foodie","['#스시리큐', '#류지상셰프님', '#디너', '#강남구', '#압구정로데오역', '#압구정맛집', '#맛집', '#스시', '#스시오마카세', '#오마카세', '#맛스타그램', '#사케', '#寿司', '#お寿司', '#鮨', '#グルメ', '#🍣', '#sushi🍣', '#foodphotography', '#gourmet', '#instafood', '#yummy', '#sushi', '#omakase', '#food', '#foodie']",27
21,sushi_bok,"🙏k급 #옥돔 드시러 오세용~~~영업시간도 11시까지 연장영업해볼까 합니다~심야영업도 많은 관심 부탁드려요~⠀⠀⠀⠀⠀⠀🚩#스시바 #스시복마포구 공덕동 #소담길 (투썸플레이스 맞은편)마포대로 12길 34 2층⠀⠀☎️ 02-715-2202✳️ 주차장협소 만차시 주변유료주차장 이용⚠️ 정기휴무 일요일 / 임시휴무 토요일⠀⠀🌞 점심 11:30 ~ 3:00 (L.O. 2:30)🌚 휴식 3:00 ~ 5:00 (Break time)🌝 저녁 5:00 ~ 11:00 (L.O. 9:50)😇 재료 소진시 조기마감합니다.⠀⠀✳️ 디엠문의❌ 유선문의⭕️✳️ 점심엔 밥집▶️ 워크인만 운영됩니다.✳️ 저녁엔 술집▶️ 워크인 운영됩니다만. ⠀⠀*4~8인 한하여 네이버 예약가능(8인초과 유선문의)⚠️ 노쇼 및 방문직전취소(사실상 노쇼)로 인해⠀⠀ 예약금 제도를 운영하게 되었습니다.⠀⠀(전일취소 100%환불, 당일취소 환불불가)⠀⠀(동시or정시 입장 어려우시면 워크인 방문해주세요 :)✅ 정말 죄송하지만 매장이 협소한 관계로 ⠀⠀ 동시입장만 가능합니다.⠀⠀ 일행분 모두 오셔야 입장 가능합니다.🙇🏻‍♂️ 찾아주셔서 감사합니다 :)⠀⠀⠀#초밥 #스시 #초밥맛집 #사시미맛집 #오마카세 #사시미 #사시미모리아와세 #숙성회 #숙성사시미 #후토마끼 #카이센동 #경의선숲길 #경의선숲길맛집 #마포맛집 #공덕맛집 #공덕역맛집 #마포역맛집 #공덕동맛집 #공덕이자카야 #공덕다이닝 #공덕갓포 #갓포 #사케 #니혼슈 #사케바 #비스트로","['#옥돔', '#스시바', '#스시복마포구', '#소담길', '#초밥', '#스시', '#초밥맛집', '#사시미맛집', '#오마카세', '#사시미', '#사시미모리아와세', '#숙성회', '#숙성사시미', '#후토마끼', '#카이센동', '#경의선숲길', '#경의선숲길맛집', '#마포맛집', '#공덕맛집', '#공덕역맛집', '#마포역맛집', '#공덕동맛집', '#공덕이자카야', '#공덕다이닝', '#공덕갓포', '#갓포', '#사케', '#니혼슈', '#사케바', '#비스트로']",9
22,kang_hyang_gyun,#스시집앞 스시집에서 저녁함께둘이서맛있당#스시 #부산대스시#사케#힘내요아빠,"['#스시집앞', '#스시', '#부산대스시', '#사케', '#힘내요아빠']",6
23,annyeong_sushi,#안녕스시 #사시미날이 점점 풀려서 많은분들이 오셨으면 좋겠습니다🙇🏻오늘도 준비 잘 해놓겠습니다!#구파발맛집 #구파발 #연신내 #연신내맛집 #아이파크포레스트게이트 #롯데몰 #카톨릭병원맛집 #초밥 #스시 #맛집,"['#안녕스시', '#사시미날이', '#구파발맛집', '#구파발', '#연신내', '#연신내맛집', '#아이파크포레스트게이트', '#롯데몰', '#카톨릭병원맛집', '#초밥', '#스시', '#맛집']",18
24,takara_busan,"안녕하세요 타카라입니다^^모두 식사는 하셨습니까!!하루지난 피드를 올려봅니다~굴이 막고 싶은 밤이어서급하게 굴을 주문…같이온 보쌈까지🥰이번에 마신 야마하이 준마이 “엔”준마이 등급이지만 차분하면서도깔끔한 목넘김이 편했어요!사실 굴향과 보쌈김치랑 같이 먹으니강한향의 음식이라 술 맛의 저해요소는살짝 있었으나..술 자체는 편해요^^차갑게,상온에서,데워서도이것저것 시도를 했는데..개인적으로는 상온의 온도대가 매력적이랍니다~물론 모두의 입맛이똑같지 않지만 한번 도전해보세요ㅎㅎ오늘은 소주약속이….ㅋㅋ..#타카라 #sake #여행 #일본 #부산 #쇼추 #사케 #지자케 #맛스타그램 #사케스타그램 #니혼슈 #술스타그램 #이자카야 #오마카세 #스시야 #일식 #스시 #카이세키 #축제 #야키토리 #日本酒 #또먹자 #캠핑","['#타카라', '#sake', '#여행', '#일본', '#부산', '#쇼추', '#사케', '#지자케', '#맛스타그램', '#사케스타그램', '#니혼슈', '#술스타그램', '#이자카야', '#오마카세', '#스시야', '#일식', '#스시', '#카이세키', '#축제', '#야키토리', '#日本酒', '#또먹자', '#캠핑']",12
25,jjuing_2,#마사키새해 맞이 효도 오마카세🍣엄마 건강하게 오래오래 나랑 살쟈🫶,['#마사키새해'],136
26,sushi_damda,오늘의 오마카세 🍣 참치아까미 🍣 참돔대뱃살 🍣 연어등살 🍣 광어엔가와 🍣 간뾰마끼 🍣 완도산대광어 🍣 갑오징어  라임제스트 🍣 참돔뱃살 🍣 단새우 🍣 참치아까미 초밥 한점 한점 마음을 담아 💕 #스시담다#다산동맛집#다산동스시#다산동초밥,"['#스시담다', '#다산동맛집', '#다산동스시', '#다산동초밥']",9
