Category,ID,Contents,Tags,Tags_sum,Tags_count,Tags_rate,Likes,Scaled_likes,Contents_len
피자,hwan_.96, 피자  먹방스타그램  먹스타맞팔  먹스타그램  먹스타  먹방  먹부림  먹팔  좋아요반사  좋아요그램  좋반사  좋아요테러  좋반테러  좋반  좋아요  팔로우  팔로우미  팔로우해요  팔로우반사  팔로우백  팔로우환영  팔로워  팔로잉  팔로미  맞팔  맞팔해요  맞팔환영  선팔하면맞팔  선팔  선팔환영,"#피자, #먹방스타그램, #먹스타맞팔, #먹스타그램, #먹스타, #먹방, #먹부림, #먹팔, #좋아요반사, #좋아요그램, #좋반사, #좋아요테러, #좋반테러, #좋반, #좋아요, #팔로우, #팔로우미, #팔로우해요, #팔로우반사, #팔로우백, #팔로우환영, #팔로워, #팔로잉, #팔로미, #맞팔, #맞팔해요, #맞팔환영, #선팔하면맞팔, #선팔, #선팔환영",30,4,13.33,4,0.0023028209556706,171
피자,dal.pizza,내일은 수제피클과 리코라치즈 만들기를 시도합니다  ,,0,0,0.0,2,0.0011514104778353,28
피자,iyfm__03,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ반전 iyfm__03    재밌는 영상 짤 많아용  문제시 dm부탁드릴께요    치킨  피자  닭갈비  햄버거  리뷰  배민  배달  맛집  맛집탐방  어린이  유머짤  유머사진,"#치킨, #피자, #닭갈비, #햄버거, #리뷰, #배민, #배달, #맛집, #맛집탐방, #어린이, #유머짤, #유머사진",12,2,16.67,2,0.0011514104778353,108
피자,crekoo1, 73th  생각   맛있는 음식 몸에 안 좋다 왜 맛있는 음식은 모두 몸에 안 좋은 거야 맛난 음식   몸에 안 좋음 먹지 말아야 하는 건가 먹으면서 운동해야 하나 어디선 먹을 게 없어서 굶는데   천년만년 살 것도 아닌데   먹고 싶은 것도 맘껏 못 먹고 ㅜㅜ괜찮아  맘껏 먹자  다 먹자고 하는 짓인데 난 수영하니까 괜찮아  괜찮아  맘껏 먹자구  수영  수영일기  자유형  잠영  다이어트  다이어트일기  다이어트그램  접영  일상툰  일상기록  인스타툰  공감  공감툰  피자  햄버거  콜라  아이스크림  만화  드로잉  swim  butterfly  diet  freestyle  swimming  drawing  character  animation  crekoo  크레쿠,"#수영, #수영일기, #자유형, #잠영, #다이어트, #다이어트일기, #다이어트그램, #접영, #일상툰, #일상기록, #인스타툰, #공감, #공감툰, #피자, #햄버거, #콜라, #아이스크림, #만화, #드로잉, #swim, #butterfly, #diet, #freestyle, #swimming, #drawing, #character, #animation, #crekoo, #크레쿠",29,1,3.45,8,0.0046056419113413,384
피자,hjinaaaa,한잔하면인생네컷에 진심인 사람들 한번 더찍자고 신나서 미안   울 인영이랑서로 콜하면 그냥 콜동네친구   그냥 맛난거 먹자 였는데정말 끝없이 먹었네    무엇을  피자를먹고왔다던 너는        동네친구  새해맞이  예뻐  미나리포차  참소라초무침  미나리해물전  꼬막비빔밥  피자  와인  소맥  이슬  맥주 아스크림     인생네컷,"#동네친구, #새해맞이, #예뻐, #미나리포차, #참소라초무침, #미나리해물전, #꼬막비빔밥, #피자, #와인, #소맥, #이슬, #맥주, #아스크림, #😇, #인생네컷",15,1,6.67,2,0.0011514104778353,188
피자,alexandralawrence40gn5, 수유타투잘하는곳 인스타데일리 소통스타그램 소통좋아요 맞팔그램 맞팔하면선팔 소통 맞팔해요우리 2만원대 음식그램 인스타일상 하동재첩국수 맞팔좋아요 소통환영 존맛탱 맞팔스타그램 피자 소통그램 소소한행복,"#수유타투잘하는곳, #인스타데일리, #소통스타그램, #소통좋아요, #맞팔그램, #맞팔하면선팔, #소통, #맞팔해요우리, #2만원대, #음식그램, #인스타일상, #하동재첩국수, #맞팔좋아요, #소통환영, #존맛탱, #맞팔스타그램, #피자, #소통그램, #소소한행복",19,6,31.58,0,0.0,110
피자,meal.forme_,오늘은 남은 엽떡에 치즈 솔솔 뿌리고 김가루는 없어서 못 넣었지만 고소한 참기름과 깨를 뿌려서 주먹밥을 만들었어요 그리고 달달한 피자스쿨 고구마 피자제가 제일 좋아하는 조합인데이틀동안 원없이 먹었어요 맛있는거 먹을 때 행복한 사람 나야나   엽기떡볶이 주먹밥 고구마피자,"#엽기떡볶이, #주먹밥, #고구마피자",3,0,0.0,5,0.0028785261945883,150
피자,1330_rina, 너기 맞팔좋아요 선팔은맞팔 멋글씨 한국인의밥상 디디미니언쥬 선팔후맞팔 광주근교나들이 맞팔은댓 대학로맛집추천 죠스 맞팔해여 첫줄 홍대편집샵 맞팔해용 맞팔 피자 침나올라그램 먹는순간은행복,"#너기, #맞팔좋아요, #선팔은맞팔, #멋글씨, #한국인의밥상, #디디미니언쥬, #선팔후맞팔, #광주근교나들이, #맞팔은댓, #대학로맛집추천, #죠스, #맞팔해여, #첫줄, #홍대편집샵, #맞팔해용, #맞팔, #피자, #침나올라그램, #먹는순간은행복",19,5,26.32,0,0.0,103
피자,minpilreum6, 과슈 수유설빙 첫줄좋반 메시지 맞팔선팔 갈월이골목 먹팔해요 맛이좋아요 소통하자 맞팔환영 서우봉 음식 instafood 가족들과함께 밥상일기 심심해 피자 소통그램 빵,"#과슈, #수유설빙, #첫줄좋반, #메시지, #맞팔선팔, #갈월이골목, #먹팔해요, #맛이좋아요, #소통하자, #맞팔환영, #서우봉, #음식, #instafood, #가족들과함께, #밥상일기, #심심해, #피자, #소통그램, #빵",19,4,21.05,1,0.0005757052389176,92
피자,positivespace566,POSITIVE SPACE 566컬쳐 멀티플렉스포지티브스페이스566에 오신걸 환영합니다    오픈 10 00   22 00  3200평의 초대형 규모   넓은좌석   무료주차   화덕피자  파스타  샐러드  스테이크  반려동물 출입불가  아트센터 전시관 운영   수   일 10 30   18 30       Alexandra Grant   Mantra        2022 11 5   2023 2 11 positive_vinowine  positive_artcenter 포지티브스페이스566  김포  감정동  경기도  카페 대형카페  카페투어  카페추천  커피  ps566 브런치  브런치카페  김포카페  감정동카페  피자 경기도카페  파스타  와인  비노와인  와인샵  와인아울렛  원두그램  카페스타그램  디저트  로스팅  cafe  스테이크  샐러드,"#포지티브스페이스566, #김포, #감정동, #경기도, #카페, #대형카페, #카페투어, #카페추천, #커피, #ps566, #브런치, #브런치카페, #김포카페, #감정동카페, #피자, #경기도카페, #파스타, #와인, #비노와인, #와인샵, #와인아울렛, #원두그램, #카페스타그램, #디저트, #로스팅, #cafe, #스테이크, #샐러드",28,2,7.14,4,0.0023028209556706,424
피자,soleilnsun, 도미노피자와일드와일드웨스트 스테이크 피자 치킨볼 파스타 치킨체다더티 프라이즈,,0,0,0.0,1,0.0005757052389176,43
피자,peterbccho12,나는 사마리아 여인에게 말을 건다  노래가 떠오르는 사마리아성  이날 주일이였는데 나무 밑에서 예배를 드리고 특순을 하다      이닐 내 컨디션이 안좋아서 기념품 가게 처음으로 갔는데도 그냥 식은땀 흘리고 있었고 식당에서도 음식앞에서 졸기만 함   마지막 사진 우슬초 피자 맛 궁금했는데 ㅠㅠYou probably heard about Good Samaritan  This was Samaria Gorge that belongs to West Bank of Palestine  It was Sunday and we had our own worship service under the tree in Samarian Gorge  My condition got worse once we got here so I just kept sweating wherever I went that day   Even when I was at lunch  I just stared at the food without eating   I wondered how the pizza with the unique plant they grow in the country  church  missiontrip  pilgrimage  israel  palestine  samaria  samariagorge  sunday  worshipservice  bible  camel  shalom  pizza  israelpizza  palestinianpizza  교회  단기선교  성지순례  팔레스타인  이스라엘  사마리아성  나무밑  예배  성경  낙타  우슬초  피자,"#church, #missiontrip, #pilgrimage, #israel, #palestine, #samaria, #samariagorge, #sunday, #worshipservice, #bible, #camel, #shalom, #pizza, #israelpizza, #palestinianpizza, #교회, #단기선교, #성지순례, #팔레스타인, #이스라엘, #사마리아성, #나무밑, #예배, #성경, #낙타, #우슬초, #피자",27,1,3.7,8,0.0046056419113413,803
피자,teung.ha,자    알놀고빠른 귀가  ㅋㅋI는 집으로 빤니가서 쉬어야한다구   フォローバック いいねした人全員ファローする  いいね返し いいね返します  좋아요테러  좋아요반사  팔로우  맞팔환영  추워  선팔하면맞팔  선팔맞팔  좋아요테러  좋반  맞팔100  좋아요반사  팔로우  맞팔환영  맞팔해요  친구모임  친구  선팔하면맞팔  선팔  댓글  fff   불고기피자  골프  소통  데일리  피자  청년피자  ootd  다렉  스크린골프  페퍼로니피자,"#フォローバック, #いいねした人全員ファローする, #いいね返し, #いいね返します, #좋아요테러, #좋아요반사, #팔로우, #맞팔환영, #추워, #선팔하면맞팔, #선팔맞팔, #좋아요테러, #좋반, #맞팔100, #좋아요반사, #팔로우, #맞팔환영, #맞팔해요, #친구모임, #친구, #선팔하면맞팔, #선팔, #댓글, #fff💋, #불고기피자, #골프, #소통, #데일리, #피자, #청년피자, #ootd, #다렉, #스크린골프, #페퍼로니피자",34,5,14.71,4,0.0023028209556706,247
피자,bellawright561ej9, 대교 맛집 고마운사람 첫줄반사 어린이집졸업 웨딩부케 먹팔해요 밴드로고 유치원입학 대학로맛집추천 죠스 부천맛집추천 음색깡패 좋튀 일상소통 심심해 피자 네일아트 전시홀,"#대교, #맛집, #고마운사람, #첫줄반사, #어린이집졸업, #웨딩부케, #먹팔해요, #밴드로고, #유치원입학, #대학로맛집추천, #죠스, #부천맛집추천, #음색깡패, #좋튀, #일상소통, #심심해, #피자, #네일아트, #전시홀",19,5,26.32,0,0.0,92
피자,michelin.me, 피자출출함을 지나칠 수 없는 시간과 맥주한잔 포테이토피자에 치즈오븐스파게티 그리고 맥주면오늘 밤 행복은 멀리있지 않다 으하하  집근처피자맛집 포테이토피자    치즈오븐스파게티   맥주  야식  양식  파스타  포테이토  술  스텔라  스텔라맥주  피자맛집  피자스타그램  pizza  pasta  beer  stella  instafood  야식스타그램  술스타그램,"#피자출출함을, #포테이토피자, #치즈오븐스파게티, #맥주, #야식, #양식, #파스타, #포테이토, #술, #스텔라, #스텔라맥주, #피자맛집, #피자스타그램, #pizza, #pasta, #beer, #stella, #instafood, #야식스타그램, #술스타그램",20,2,10.0,3,0.001727115716753,205
피자,tumbheelfmonogoa, 퇴사하고싶다 인스타데일리 소통스타그램 너무맛있어 어린이집졸업 일상사진 선팔후맞팔 맛이좋아요 집에안갈라함 음식그램 두피문신 음식 즐거운추억하나추가 맞팔환영해요 일상소통 애쉬브라운 피자 소통해요우리 오늘먹방끝,"#퇴사하고싶다, #인스타데일리, #소통스타그램, #너무맛있어, #어린이집졸업, #일상사진, #선팔후맞팔, #맛이좋아요, #집에안갈라함, #음식그램, #두피문신, #음식, #즐거운추억하나추가, #맞팔환영해요, #일상소통, #애쉬브라운, #피자, #소통해요우리, #오늘먹방끝",19,4,21.05,3,0.001727115716753,115
피자,pippaince188eyt, 선팔은맞팔 선맞팔 돼지 구구전복삼계탕 맞팔그램 먹는순간기절 이태원칵테일 맞팔해요우리 2만원대 대학로맛집추천 먹는게좋아 부천맛집추천 넘모맛있어 홍대편집샵 일상소통 맞팔 피자 옛것들 반사,"#선팔은맞팔, #선맞팔, #돼지, #구구전복삼계탕, #맞팔그램, #먹는순간기절, #이태원칵테일, #맞팔해요우리, #2만원대, #대학로맛집추천, #먹는게좋아, #부천맛집추천, #넘모맛있어, #홍대편집샵, #일상소통, #맞팔, #피자, #옛것들, #반사",19,4,21.05,2,0.0011514104778353,103
피자,db_love3231,배려 많으신 고객님들 끊임없는 이야기  피자도 일부로 시켜놓아 주셨네요   감사드립니다 또 찾아뵙겠습니다     환경     에코     피자   은혜     말씀과기도   DB손해보험    동부산TC  ,"#환경, #에코, #피자, #은혜, #말씀과기도, #DB손해보험, #동부산TC",7,1,14.29,3,0.001727115716753,114
피자,daeyoun.choi, 나의 천적인 감기약을 끊으니이제야 제정신으로 돌아왔네  제정신으로 돌아왔으니뜨끈한 것부터 다시 시작해볼까  오늘  화요일  저녁메뉴  불광천 불광천맛집  새절역  새절역맛집 응암동  응암동맛집  오늘은보글부대  부대찌개  부대찌게  피자  맛있다  일상  소통  즐겨  신나  행복 좋아요  선팔하면맞팔  베칸트,"#오늘, #화요일, #저녁메뉴, #불광천, #불광천맛집, #새절역, #새절역맛집, #응암동, #응암동맛집, #오늘은보글부대, #부대찌개, #부대찌게, #피자, #맛있다, #일상, #소통, #즐겨, #신나, #행복, #좋아요, #선팔하면맞팔, #베칸트",22,3,13.64,14,0.0080598733448474,175
피자,coiaccademia,    BUON WORLD PIZZA DAY A TUTTI       Ogni anno il 17 gennaio si celebra la Giornata Mondiale della Pizza  per festeggiare il riconoscimento da parte dell   unesco  della pizza come Patrimonio immateriale dell umanità  avvenuto nel 2017 Insomma  anche oggi avete una scusa in più per venire a gustare le pizze di Sa Scolla e non solo    sta per partire anche il NOSTRO CORSO DI PIZZERIA  LA PIZZA CONTEMPORANEA   in collaborazione con  sascolla_official Scriveteci in DM per avere più informazioni              coiaccademiaenogastronomica coiaccademia cagliari Baradili sardinia italy sascolla localfood sustainability italianfood foodporn foodpics foodandwine winelover foodie 코이아카데미아에노가스트로노미까 코이아카데미아 사르데냐 이탈리아 사스콜라 요리학교 이탈리아요리 와인 요리 피자,"#coiaccademiaenogastronomica, #coiaccademia, #cagliari, #Baradili, #sardinia, #italy, #sascolla, #localfood, #sustainability, #italianfood, #foodporn, #foodpics, #foodandwine, #winelover, #foodie, #코이아카데미아에노가스트로노미까, #코이아카데미아, #사르데냐, #이탈리아, #사스콜라, #요리학교, #이탈리아요리, #와인, #요리, #피자",25,0,0.0,11,0.0063327576280944,795
피자,_todaysmeal,집에서 만드는 피자는 언제나 맛있다  토핑도 마음대로 올릴 수 있어서 너무 좋고 도우 만드는 것도 생각보다 쉽다  다 좋은데 반죽이 발효될 때까지 기다리는 게 가장 힘든 1인   사진은 고르곤졸라 버섯피자 ,,0,0,0.0,11,0.0063327576280944,115
피자,youdeserveat,저녁은 페페로니 피자  ,,0,0,0.0,4,0.0023028209556706,13
피자,jinwoo_photo, 한옥에서 먹는 피자 한 조각  플롭  북촌의 작은 골목을 지나면 나오는 고즈넉한 한옥하나  한옥 피자집  플롭 이다 한옥 구조를 그대로 유지하고 있다  그러면서도 모던한 감각을 보여주고 있다  과거와 현재를 모두 느낄 수 있다는 것  이것의  플롭 의 매력이다 대개 이런 곳은 분위기만 있고 맛은 없는 경우가 많다  하지만 플롭은 예외  피자의 맛도 끝내준다  원래 맥주를 마실 생각이 없었는데 피자를 한 입 먹는 순간  이미 맥주를 주문하고 있는 나를 발견하게 된다   가격이 생각보다 비싸지 않다  도미노피자에 비하면 훨씬 저렴한 편이다  방문 시 테이블링으로 미리 예약하고 가는 것을 추천한다  사람도 꽤나 있는 편이고 골목이 좁아 가는 길이 조금 심란한 편이다    쿼터L 25 000원 서울 종로구 북촌로2길 5,,0,0,0.0,29,0.0166954519286125,404
피자,lisasanderson644daw, 너기 리북집 소통스타그램 메시지 맞팔해요 먹는순간기절 먹팔해요 맞팔가요 맛있는음식 익선동비밀 두피문신 맞팔해여 안압지야경 홍대편집샵 밥상일기 맞좋튀 피자 소통그램 먹어보자,"#너기, #리북집, #소통스타그램, #메시지, #맞팔해요, #먹는순간기절, #먹팔해요, #맞팔가요, #맛있는음식, #익선동비밀, #두피문신, #맞팔해여, #안압지야경, #홍대편집샵, #밥상일기, #맞좋튀, #피자, #소통그램, #먹어보자",19,2,10.53,1,0.0005757052389176,96
피자,food_search__,가산디지털단지역가게   세라즈 피자펍메뉴   수프림쉬림프 13인치  수제맥주 4종전반적으로 피자는 평범했지만 수제맥주는 맛있었다  피맥을 좋아하는 사람이라면 추천합니다  수제맥주 말고도 다른 주류도 준비되어 있으니 가깝다면 한 번쯤은 가볼만 한 곳이다   지극히 주관적인 의견입니다    서울 및 근교 맛집 추천 받으니 언제든 환영입니다  맛집  서울맛집  맛집추천  가산동  피자펍  수제맥주  피자맛집  피자,"#맛집, #서울맛집, #맛집추천, #가산동, #피자펍, #수제맥주, #피자맛집, #피자",8,2,25.0,2,0.0011514104778353,230
피자,kudeta2013,피자 맛집    시원한 맥주에 페퍼로늬 피자   쿠데타 피자 피자맛집 페퍼로니피자  압구정피자 압구정피자맛집  압구정쿠데타,"#쿠데타, #피자, #피자맛집, #페퍼로니피자, #압구정피자, #압구정피자맛집, #압구정쿠데타",7,1,14.29,10,0.0057570523891767,68
피자,martyantoine97, 선팔은맞팔 인스타데일리 소통스타그램 아이교육은아이고고 어린이집졸업 일상생활 전용잔 광주근교나들이 맞팔은댓 휴식시간 먹는게좋아 하동재첩국수 넘모맛있어 맞팔하자 밥상일기 요리그램 피자 소통해요우리 먹는순간은행복,"#선팔은맞팔, #인스타데일리, #소통스타그램, #아이교육은아이고고, #어린이집졸업, #일상생활, #전용잔, #광주근교나들이, #맞팔은댓, #휴식시간, #먹는게좋아, #하동재첩국수, #넘모맛있어, #맞팔하자, #밥상일기, #요리그램, #피자, #소통해요우리, #먹는순간은행복",19,7,36.84,1,0.0005757052389176,116
피자,ellie4b,우리가족 외식은 주로 치킨이었지요     그러나 가끔 이런것도 먹어줘야지요       빠네크림파스타   토마토파스타   피자   샐러드 맛있게 먹음 0칼로리   일단 먹을땐 신나게 ㅋㅋ나에게 유산균이 있쥐 ㅎㅎ 빠네크림파스타  토마토파스타  피자  샐러드,"#빠네크림파스타, #토마토파스타, #피자, #샐러드",4,1,25.0,1,0.0005757052389176,142
피자,junie._.768,굽네 치킨              다들 치킨 좋아해 ,,0,0,0.0,95,0.054691997697179,29
피자,ji_ni3352,딸아이의 솜씨  피자  맛있는피자,"#피자, #맛있는피자",2,1,50.0,4,0.0023028209556706,18
피자,_day_s2_,급 추워진 날씨에 테라스가 그리워 꺼내보는 몇개월 전      ,,0,0,0.0,19,0.0109383995394358,35
